HouseHoldNumber,Year,Age,Education,Marriage,Work Type,Number of People in a Household,House Type,House Size,Living Type,Savings,Deposit,Living House Price,Nonliving House Price,Housing Credit Loan,Living House Credit Loan,Credit Loan,Income,Income 2,Transfer Income,Region,Income Level,Weight
422501261,2015,55,4,2,8,4,1,56,1,7492,0,12000,0,0,0,2200,1800,1800,0,A0402,A1903,1523.563299
422501291,2015,47,4,4,2,3,3,85,1,2105,0,11000,0,3600,3600,2000,0,4200,0,A0402,A1903,1402.445494
423501201,2015,74,4,2,,3,1,50,2,327,3000,0,9000,0,0,1100,780,0,505,A0402,A1901,1402.445494
423501221,2015,39,5,2,3,5,2,165,1,16631,0,30000,30000,20000,20000,0,7200,10000,360,A0402,A1905,1480.497036
423501241,2015,41,5,2,5,2,1,50,2,1043,4500,0,0,0,0,0,2600,0,960,A0402,A1903,1243.394618
423503351,2015,73,1,3,,1,3,80,1,50,0,5000,0,0,0,0,0,0,419,A0402,A1901,814.1132672
423503361,2015,29,6,2,9,4,3,59,1,2023,0,6000,0,2200,2200,250,3350,0,150,A0402,A1903,1178.919421
423503371,2015,42,4,1,5,1,2,66,3,1696,2000,0,0,0,0,3300,0,4800,0,A0402,A1904,945.6205236
423503381,2015,36,7,2,2,3,2,158,2,17472,10000,0,0,0,0,0,14000,0,0,A0402,A1905,1260.496344
423503391,2015,69,4,2,6,2,1,80,1,1110,0,5000,3000,0,0,0,0,200,396,A0402,A1901,1145.144821
424200391,2015,37,6,2,4,5,2,99,1,4176,0,24000,0,6000,6000,0,11000,0,178,A0402,A1905,1124.981677
424501231,2015,55,2,2,7,3,3,66,1,358,0,8000,0,0,0,400,3700,0,50,A0402,A1903,1402.445494
424501241,2015,42,4,2,9,5,1,50,2,27,4000,0,0,0,0,0,1200,0,299,A0402,A1901,1710.681812
424501251,2015,66,6,2,,3,1,132,1,240,0,12000,0,0,0,0,0,0,659,A0402,A1901,1402.445494
424501261,2015,50,4,2,8,3,3,69,1,4660,0,8500,0,0,0,0,5900,0,0,A0402,A1904,1402.445494
424501271,2015,45,5,1,7,3,2,59,1,485,0,12000,0,0,0,0,3360,0,286,A0402,A1903,1661.003738
424501281,2015,77,1,3,,1,1,20,4,10,0,0,0,0,0,0,0,0,419,A0402,A1901,1052.110204
424503301,2015,74,2,3,,1,2,33,1,300,0,3600,0,500,500,0,0,0,378,A0402,A1901,945.6205236
424503321,2015,62,4,2,9,2,1,60,3,10,500,0,0,0,0,0,720,0,539,A0402,A1901,962.1273895
425200351,2015,85,4,3,,1,1,59,1,630,0,6000,0,0,0,0,0,0,483,A0402,A1901,1063.201346
425501221,2015,62,4,2,,2,1,82,2,4248,6000,0,55000,6000,0,0,0,3600,384,A0402,A1903,1243.394618
425501241,2015,38,4,1,,2,2,50,1,3520,0,13000,1800,4600,4600,0,3040,0,0,A0402,A1903,1472.629795
425501251,2015,46,5,2,3,4,2,85,1,14933,0,29000,0,0,0,0,0,6000,0,A0402,A1904,1804.451236
426200301,2015,41,6,2,,4,2,191,1,121000,0,36000,32500,0,0,0,0,0,0,A0402,A1905,778.650562
426503331,2015,59,4,4,9,1,2,50,3,51,300,0,0,0,0,0,2000,0,0,A0402,A1902,889.6034006
426503341,2015,38,5,1,A,1,3,43,2,13500,1800,0,0,0,0,0,5000,0,0,A0402,A1904,968.9753159
426503351,2015,37,4,1,5,1,3,106,1,3500,0,8000,0,2300,2300,0,4400,0,0,A0402,A1903,968.9753159
426503361,2015,55,3,2,5,4,3,69,1,6255,0,7000,0,0,0,2000,3000,6000,0,A0402,A1905,1403.175445
427501231,2015,35,4,1,9,2,2,26,3,40,800,0,0,0,0,0,1800,0,359,A0402,A1902,1472.629795
427503351,2015,62,2,2,9,2,1,56,3,127,200,0,0,0,0,0,1200,0,0,A0402,A1901,1145.144821
427503361,2015,62,4,2,2,2,1,82,1,5238,0,25000,4000,0,0,0,1800,600,756,A0402,A1903,962.1273895
427503371,2015,40,4,2,9,4,3,66,3,6260,500,0,0,0,0,0,3600,0,0,A0402,A1903,1178.919421
428503301,2015,42,4,2,5,2,2,66,1,4810,0,8000,0,3700,3700,1700,2400,1200,0,A0402,A1903,1117.544013
428503311,2015,49,4,4,4,1,1,57,2,22140,4000,0,0,0,0,0,0,4800,0,A0402,A1904,1322.320351
429200361,2015,36,6,2,8,3,2,112,2,2246,8900,0,0,0,0,1000,7560,0,0,A0402,A1905,1233.960962
429200371,2015,90,1,3,,1,1,60,1,20,0,1000,14000,0,0,0,0,0,179,A0402,A1901,1117.337848
429200391,2015,68,2,2,6,2,1,99,1,10080,0,22000,40000,2000,2000,0,0,800,276,A0402,A1901,1200.981137
430200381,2015,53,4,2,,4,2,50,1,4592,0,10500,0,4400,4400,1100,7120,0,0,A0402,A1904,1996.935674
430201211,2015,34,4,1,,1,2,26,2,1,250,0,0,0,0,540,0,0,594,A0401,A1901,1706.053614
430201251,2015,38,4,2,2,4,3,36,1,1004,0,8000,0,948,948,0,2600,0,0,A0401,A1902,2141.238683
430201281,2015,42,4,2,2,4,3,79,1,4942,0,12000,8000,0,0,0,2700,0,0,A0401,A1903,2298.771843
430201291,2015,55,4,4,4,3,1,82,1,8665,0,25000,50000,8000,8000,1500,0,2400,539,A0401,A1902,966.4782796
430400201,2015,27,5,2,8,3,3,49,2,2409,4000,0,0,0,0,0,3500,0,180,A0401,A1903,1439.643746
430502201,2015,53,6,4,,2,1,153,2,500,4300,0,0,0,0,0,1980,0,179,A0401,A1902,1397.510025
430502211,2015,81,4,2,,2,2,55,3,31,400,0,0,0,0,0,0,0,1980,A0401,A1902,1714.589849
430504351,2015,69,2,3,6,1,1,83,1,100,0,1000,11400,300,0,0,0,550,240,A0402,A1901,1516.130007
430504371,2015,60,3,2,8,2,1,99,1,16725,0,15000,3000,0,0,0,7800,500,500,A0402,A1905,1791.77802
430504381,2015,60,2,2,6,2,1,73,1,35,0,1000,2000,2000,0,900,0,1500,50,A0402,A1901,1791.77802
431200261,2015,74,6,2,,4,1,267,1,5743,0,45000,0,0,0,0,2400,0,2629,A0401,A1904,2473.815191
431200271,2015,68,1,3,,2,3,33,2,245,3500,0,0,0,0,0,0,0,539,A0401,A1901,761.2608529
431200301,2015,46,5,2,3,5,2,112,1,10927,0,21000,0,5620,5620,0,12700,0,0,A0402,A1905,2458.593647
431200311,2015,55,5,2,2,4,2,102,1,6374,0,26000,0,0,0,0,7700,0,1200,A0402,A1905,2120.509427
431200321,2015,31,6,2,2,3,2,84,2,110,14000,0,0,0,0,0,2160,0,235,A0402,A1902,1168.439712
431200351,2015,49,4,2,5,5,2,110,1,6121,0,28000,50000,0,0,0,0,7200,179,A0402,A1905,813.0023239
431201201,2015,65,4,3,5,2,1,92,1,400,0,12000,30000,40000,40000,0,0,720,348,A0401,A1902,2883.078935
431201211,2015,72,4,2,8,3,2,84,1,2616,0,29000,10000,0,0,0,2520,840,230,A0401,A1903,1916.035402
431201221,2015,40,5,2,8,4,3,72,1,2420,0,14000,0,5000,5000,0,2500,0,0,A0401,A1902,2169.440897
431201251,2015,45,3,4,,3,3,62,1,36,0,7700,0,4200,4200,0,500,0,240,A0401,A1901,2625.162992
431201281,2015,79,3,4,,1,3,59,3,30,1000,0,0,0,0,1000,0,0,480,A0401,A1901,1589.720823
431201291,2015,55,4,4,5,2,2,66,2,6296,1600,0,0,0,0,0,3000,2000,192,A0401,A1904,1943.86647
432200201,2015,73,3,2,7,2,3,78,3,1108,500,0,0,0,0,0,2000,0,286,A0401,A1902,1899.014751
432200211,2015,61,2,4,,1,1,36,2,610,2000,0,0,0,0,0,907,0,118,A0401,A1901,1925.545711
432200221,2015,31,5,2,8,4,2,59,2,1319,9500,0,0,0,0,800,4680,0,240,A0401,A1904,2402.884024
432200251,2015,54,4,2,7,4,2,93,1,11244,0,27000,18000,2489,1377,0,1682,3600,0,A0401,A1904,2269.669564
432200271,2015,55,4,4,9,2,3,37,1,2308,0,7000,0,2300,2300,0,750,0,0,A0401,A1901,1871.129792
432201211,2015,40,6,2,2,3,2,59,2,26880,16000,0,74000,40500,0,7860,9200,0,0,A0401,A1905,2223.756227
432201221,2015,40,5,2,5,4,2,85,1,1984,0,22000,0,11600,11600,0,1800,1200,0,A0401,A1902,2558.860526
432201261,2015,45,6,2,1,3,2,118,1,15410,0,46800,4000,8000,8000,0,8500,0,0,A0401,A1905,2415.378239
433200201,2015,46,5,2,2,5,1,132,1,5585,0,39000,30000,0,0,0,4800,0,180,A0402,A1904,1857.564534
433200211,2015,59,2,1,,1,1,33,2,150,2300,0,0,0,0,0,0,0,216,A0401,A1901,2781.066231
433200261,2015,57,5,2,,3,2,102,1,17228,0,26000,0,4000,4000,0,3600,1020,360,A0401,A1904,2701.571259
433200271,2015,74,1,4,,1,2,27,2,2,150,0,0,0,0,0,0,0,695,A0401,A1901,1359.697643
433201201,2015,69,3,4,,1,2,42,1,4500,0,8000,0,0,0,0,0,0,1870,A0401,A1902,1723.959333
434200231,2015,57,4,2,8,4,2,40,3,2107,2400,0,0,0,0,1700,4400,0,0,A0401,A1903,1879.165516
434200241,2015,46,6,2,4,4,2,95,1,24041,0,28000,0,13580,13580,0,0,6000,0,A0401,A1904,2532.951029
434200291,2015,44,7,2,2,4,2,135,2,7514,22000,0,190000,0,0,0,4000,0,0,A0401,A1905,970.3833591
434200301,2015,59,4,2,8,2,2,85,1,28224,0,20000,0,0,0,0,2000,1200,2536,A0402,A1904,1939.111685
434200311,2015,61,3,2,7,2,1,132,3,2855,1000,0,11800,5382,0,0,0,2400,0,A0402,A1902,1806.286886
434200321,2015,35,4,2,7,4,3,125,1,100,0,8500,0,3960,3960,100,4200,0,0,A0402,A1903,1850.060405
434201261,2015,40,6,2,2,3,2,59,1,3210,0,14000,0,0,0,0,4400,0,180,A0401,A1903,2529.214696
434201271,2015,40,4,2,2,4,3,85,1,2350,0,15000,200000,208000,8000,0,0,7000,0,A0401,A1904,2024.212127
434201281,2015,29,5,2,8,3,3,82,2,181,7000,0,0,0,0,0,1800,0,0,A0401,A1902,2207.945215
434201291,2015,55,6,2,3,4,2,155,2,6815,17000,0,38000,12000,0,0,2546,1200,2400,A0401,A1904,888.5920128
435200321,2015,79,6,2,4,2,1,116,1,2120,0,10000,0,0,0,0,0,3000,600,A0402,A1903,1582.04055
437200371,2015,70,1,2,,2,1,76,1,212,0,1600,0,0,0,0,0,0,514,A0402,A1901,1582.04055
437501251,2015,42,6,2,1,5,2,130,1,6364,0,31000,0,0,0,0,0,10000,0,A0401,A1905,2358.959424
437501261,2015,52,7,2,2,3,2,130,1,1100,0,32000,32500,50000,11000,0,3900,0,0,A0401,A1904,1933.914296
437501271,2015,42,6,2,3,4,3,48,1,2440,0,13000,0,9000,9000,0,8800,0,0,A0401,A1905,1712.404916
437501281,2015,54,4,2,7,5,1,86,1,2120,0,35000,13000,0,0,0,8400,2000,0,A0401,A1905,1922.71615
437501291,2015,54,6,2,2,4,2,95,1,10620,0,40000,0,8000,8000,0,0,6000,0,A0401,A1904,2100.931064
438200301,2015,64,7,2,,4,2,105,1,12000,0,11000,6000,0,0,0,3900,0,328,A0402,A1903,2229.890041
438200391,2015,60,2,3,6,1,1,94,1,1250,0,6900,27200,900,0,0,0,750,310,A0402,A1901,1877.749326
438501201,2015,34,6,2,2,3,2,85,1,950,0,36000,0,16000,16000,0,6000,0,0,A0401,A1904,1933.914296
438501291,2015,52,4,2,4,5,1,340,1,422,0,30000,0,0,0,0,1200,0,0,A0401,A1901,1922.71615
438503311,2015,41,4,4,4,2,2,36,3,4609,870,0,0,0,0,0,720,0,60,A0402,A1901,1826.909629
439200301,2015,54,4,2,7,2,1,115,1,16382,0,4000,21000,0,0,0,4400,0,0,A0402,A1903,2226.705848
439200311,2015,74,3,2,,6,1,99,1,1951,0,10000,38000,0,0,500,2500,0,792,A0402,A1903,1885.911001
439501201,2015,69,4,2,9,3,2,112,1,930,0,36000,3000,0,0,0,2820,0,216,A0401,A1903,1933.914296
439501211,2015,44,5,1,,2,2,66,1,1000,0,13000,0,0,0,0,0,0,173,A0401,A1901,1714.589849
439501251,2015,39,4,4,5,1,2,59,1,3380,0,15000,5000,10000,10000,0,0,3600,0,A0401,A1903,1450.816531
439501261,2015,61,4,2,8,2,3,40,3,1873,600,0,0,0,0,0,1080,0,252,A0401,A1901,1397.510025
439501291,2015,44,4,2,1,4,2,79,1,3580,0,23000,0,4000,4000,0,4080,0,0,A0401,A1903,2100.931064
439503371,2015,45,4,2,3,4,1,89,2,1516,500,0,0,0,0,100,700,0,10,A0402,A1901,2195.511465
440200371,2015,68,6,2,9,3,3,56,3,310,300,0,3900,0,0,0,2920,0,189,A0402,A1903,1922.878673
440201331,2015,59,4,2,6,2,1,99,1,31508,0,12000,38500,3500,0,0,0,3200,500,A0402,A1903,2260.44738
440201341,2015,83,4,2,,2,1,83,1,7760,0,26000,3540,4000,4000,0,0,0,1097,A0402,A1901,1471.183751
440201351,2015,50,5,2,6,3,1,198,1,2944,0,10000,50000,15000,0,1900,0,5000,179,A0402,A1904,2088.04311
440201381,2015,69,2,2,9,2,1,99,1,701,0,6000,0,0,0,0,500,0,259,A0402,A1901,1499.211045
440201391,2015,61,2,2,6,3,1,86,1,1900,0,4000,3900,0,0,0,2400,100,1560,A0402,A1903,1426.709165
440400201,2015,32,7,2,2,3,2,59,1,5463,0,15000,0,0,0,5800,2600,0,140,A0402,A1902,793.1559934
440500301,2015,29,6,2,7,3,2,83,2,110,14000,0,0,0,0,0,3600,0,0,A0402,A1903,1349.111683
440502231,2015,62,3,2,8,2,2,102,2,3529,8000,0,0,0,0,0,0,2400,624,A0402,A1903,1288.849722
440502241,2015,78,2,2,,2,2,38,2,753,4000,0,0,0,0,0,0,0,946,A0402,A1901,1288.849722
440502251,2015,51,5,2,6,6,2,60,1,3895,0,11800,30000,27500,4500,1500,3600,5000,0,A0402,A1905,1773.219496
440502281,2015,40,5,2,2,5,2,85,1,5526,0,18500,2400,8500,8500,0,8580,0,0,A0402,A1905,1773.219496
440502291,2015,48,4,4,9,1,2,86,1,3422,0,14000,0,0,0,0,2520,0,0,A0402,A1902,1090.572452
440505331,2015,56,3,2,8,2,3,92,1,22075,0,7000,18000,0,0,0,0,6000,0,A0402,A1904,1740.824219
441200331,2015,39,4,4,5,2,2,39,3,351,500,0,0,0,0,600,2400,0,0,A0402,A1902,2380.747558
441200361,2015,33,6,2,2,3,2,85,2,4380,14270,0,0,0,0,0,6800,0,180,A0402,A1904,2285.292692
441200371,2015,42,5,1,,1,1,20,4,110,0,0,0,0,0,900,500,0,0,A0402,A1901,1890.450486
441201301,2015,57,2,2,4,2,2,106,1,7524,0,12200,2500,0,0,1000,920,1000,150,A0402,A1902,2377.987621
441201351,2015,73,3,2,,2,2,60,3,53,300,0,0,0,0,0,0,0,622,A0402,A1901,1547.683418
441201361,2015,73,2,2,6,2,1,82,1,410,0,4500,10000,3000,0,500,0,700,336,A0402,A1901,1471.183751
442200361,2015,54,4,2,4,4,1,53,3,215,500,0,0,0,0,0,4900,0,0,A0402,A1904,2413.038107
442200381,2015,32,5,1,2,3,2,40,3,13548,771,0,0,0,0,0,6432,0,0,A0402,A1904,2346.31452
442201301,2015,62,3,2,6,3,1,99,1,3961,0,10000,45000,0,0,500,4000,3000,498,A0402,A1905,2080.26574
442201311,2015,46,4,2,5,4,1,83,1,13949,0,5000,25000,0,0,1800,1800,7000,0,A0402,A1905,1697.359559
443200321,2015,53,6,2,2,4,2,132,1,93770,0,40000,116300,0,0,0,14600,600,0,A0402,A1905,937.6212719
444200351,2015,49,4,2,8,5,1,55,1,2268,0,5500,0,0,0,0,5760,0,0,A0402,A1904,2175.136225
446200331,2015,73,2,3,,1,2,59,1,30,0,7000,0,0,0,0,0,0,479,A0402,A1901,1801.668687
446200341,2015,42,4,2,8,4,2,84,1,4440,0,28000,0,9000,9000,0,7600,0,0,A0402,A1905,2271.719925
447200321,2015,44,5,4,9,4,3,99,1,6728,0,8800,200,3500,3500,300,2700,0,264,A0402,A1902,1724.327093
447200331,2015,70,2,2,,2,1,83,1,5950,0,10000,0,0,0,0,0,0,910,A0402,A1901,1607.943889
447200351,2015,38,6,2,1,4,2,85,1,18076,0,25000,5000,3200,2300,2100,8100,0,0,A0402,A1905,2358.524291
447200361,2015,53,2,4,4,1,2,86,1,9876,0,4500,0,0,0,5000,0,1100,0,A0402,A1901,2003.605607
447504331,2015,59,2,4,4,2,2,39,3,133,810,0,0,0,0,0,1320,0,0,A0402,A1901,1783.973461
448200311,2015,49,6,4,4,3,2,60,1,7174,0,10000,44000,0,0,0,600,0,1200,A0402,A1903,2393.797952
448200321,2015,52,6,4,8,1,3,49,3,10,500,0,0,0,0,0,3600,0,0,A0402,A1903,2210.265716
448200331,2015,50,4,2,5,4,2,69,2,3980,2000,0,0,0,0,0,1200,6000,0,A0402,A1905,2380.12706
448200341,2015,66,3,2,9,2,1,49,1,4349,0,5000,0,0,0,0,1860,0,0,A0402,A1902,2270.808725
448501241,2015,51,3,4,,1,1,33,4,11,0,0,0,0,0,0,0,0,1454,A0402,A1901,962.1166367
448503341,2015,35,6,2,1,5,2,135,1,11126,0,38000,0,15000,15000,500,11700,3000,475,A0402,A1905,761.5064114
449200301,2015,72,1,2,9,2,1,66,1,240,0,1500,2000,0,0,3000,0,600,346,A0402,A1901,1499.211045
449200311,2015,52,4,2,5,3,2,129,1,3000,0,35000,0,20000,20000,0,700,4500,0,A0402,A1904,1113.968947
449200331,2015,54,4,4,,1,1,125,1,5260,0,30000,0,0,0,15000,0,3000,0,A0402,A1903,2003.605607
449503341,2015,75,2,2,6,2,1,92,1,380,0,2000,2000,0,0,0,0,700,359,A0402,A1901,1743.489919
450201201,2015,36,7,1,2,1,2,85,1,4822,0,20000,0,0,0,0,5900,0,0,A0402,A1904,1292.285536
450300301,2015,36,6,2,4,2,1,98,1,2740,0,60000,0,28000,28000,0,4700,3600,0,A0402,A1905,923.4951717
450300311,2015,43,5,2,2,4,2,105,3,1360,6800,0,0,0,0,0,0,3600,180,A0402,A1903,967.4850241
450400301,2015,61,4,4,4,1,2,43,3,2008,750,0,0,0,0,0,0,800,172,A0402,A1901,2051.680028
451200391,2015,80,4,2,,4,2,85,1,3276,0,23000,3000,5000,5000,0,0,600,3360,A0402,A1903,1110.304489
451201391,2015,78,2,2,,2,1,50,1,1589,0,540,0,0,0,0,0,0,1036,A0402,A1901,1119.903696
451504301,2015,49,4,2,9,4,2,102,1,487,0,7000,0,4700,4700,600,348,1200,0,A0402,A1901,1524.506509
451504311,2015,39,5,2,7,3,2,102,2,17295,2000,0,300,0,0,2500,1000,3600,0,A0402,A1903,1403.313636
451504321,2015,86,1,3,,1,1,50,1,20,0,500,0,0,0,0,0,0,294,A0402,A1901,1037.865236
452200301,2015,70,3,2,8,3,1,112,1,12777,0,25000,0,0,0,1300,0,1440,497,A0402,A1902,1454.243802
452200351,2015,57,4,2,4,2,2,85,1,24875,0,17000,4000,0,0,0,7600,0,0,A0402,A1905,1620.454044
452200361,2015,74,6,2,,2,2,79,1,1581,0,15000,7000,2423,2423,0,0,0,4152,A0402,A1903,1313.832114
452200371,2015,42,7,2,2,4,2,50,1,22933,0,8500,0,0,0,0,12060,0,0,A0402,A1905,1663.371046
452200391,2015,54,4,2,6,4,1,99,1,10343,0,5000,38000,0,0,1000,1000,8000,209,A0402,A1905,1120.787568
452201311,2015,59,3,2,6,2,1,83,1,9548,0,1000,35000,0,0,0,288,3000,700,A0402,A1903,1827.12741
452201321,2015,45,4,2,9,4,1,53,4,9070,0,0,1500,0,0,2900,0,2500,0,A0402,A1902,1871.009486
452502271,2015,67,2,2,,2,1,52,1,574,0,14000,0,0,0,0,0,0,1078,A0402,A1901,870.3462245
452502281,2015,43,4,4,5,2,3,52,3,385,1000,0,0,0,0,1900,0,2000,0,A0402,A1902,870.3462245
452502291,2015,39,6,2,7,4,2,79,1,4890,0,10000,0,2000,2000,0,0,5000,0,A0402,A1904,1399.731959
452504341,2015,74,4,2,6,2,1,69,1,452,0,2500,7800,0,0,0,0,850,386,A0402,A1901,1226.559747
452504361,2015,62,4,2,8,2,2,60,1,520,0,8000,0,0,0,0,2500,0,0,A0402,A1902,1173.126086
452505341,2015,43,6,1,9,1,1,33,4,5,0,0,0,0,0,0,600,0,0,A0402,A1901,923.3382116
452505351,2015,56,4,2,8,2,1,125,2,50,200,0,0,0,0,0,1000,0,0,A0402,A1901,1091.210502
452505361,2015,33,6,2,5,3,2,41,2,1426,960,0,0,0,0,700,5100,0,180,A0402,A1904,1403.313636
452505371,2015,50,6,2,8,4,2,79,2,4388,6000,0,0,0,0,0,6600,0,0,A0402,A1904,1524.506509
453200301,2015,39,4,4,,3,1,49,2,1984,3500,0,0,0,0,0,763,0,456,A0402,A1901,1533.791018
453200311,2015,64,4,2,8,3,1,152,1,39887,0,15000,30000,2600,2600,0,6640,2040,996,A0402,A1905,1550.194667
453200321,2015,65,2,3,9,1,3,59,1,4188,0,5500,4000,0,0,0,1200,0,420,A0402,A1902,1854.780248
453200341,2015,47,6,2,9,7,2,85,1,1381,0,10000,0,5700,5700,500,4120,0,179,A0402,A1903,1560.945411
453200351,2015,40,6,2,3,4,2,125,2,11765,25000,0,0,0,0,0,11200,0,0,A0402,A1905,1753.463015
453200361,2015,50,6,2,,4,2,54,3,1750,2000,0,0,0,0,500,2980,0,0,A0402,A1902,1613.64204
453200371,2015,32,5,2,5,4,1,92,2,2856,2250,0,0,0,0,1073,3000,0,0,A0402,A1902,1638.878128
453200381,2015,57,4,3,4,1,1,50,2,7661,4000,0,0,0,0,0,2200,0,0,A0402,A1902,1632.014442
453502221,2015,59,4,2,,2,1,59,1,101,0,18600,3000,0,0,900,0,0,3360,A0402,A1903,870.3462245
453502231,2015,50,4,4,6,4,3,43,3,130,300,0,0,0,0,0,1360,0,0,A0402,A1901,1066.457678
454200371,2015,82,2,2,,3,1,100,1,300,0,4500,32000,0,0,0,0,0,700,A0402,A1901,746.602485
454502211,2015,46,7,2,2,4,2,156,1,5000,0,30000,0,10840,10840,0,13082,0,0,A0402,A1905,1399.731959
454502221,2015,28,4,1,7,1,3,26,3,430,100,0,4000,480,0,100,2100,0,0,A0402,A1902,736.451792
454502231,2015,51,6,2,9,6,1,66,2,4962,6000,0,0,0,0,0,0,1500,178,A0402,A1902,1197.435989
454502241,2015,32,6,1,7,3,1,60,2,139,2000,0,6000,500,0,0,3000,0,0,A0402,A1902,981.6780196
454502251,2015,26,6,1,,1,1,40,3,588,300,0,0,0,0,0,0,0,100,A0402,A1901,736.451792
455502241,2015,26,5,2,7,2,3,50,2,2266,6200,0,0,0,0,0,3120,0,0,A0402,A1903,596.3700533
459200351,2015,72,3,2,9,2,2,76,1,1739,0,6000,2000,0,0,0,780,0,544,A0402,A1901,1313.832114
459200361,2015,37,4,2,9,4,2,79,1,2670,0,6000,0,770,770,0,2760,0,0,A0402,A1902,798.1305538
460200341,2015,53,4,4,4,1,2,38,3,445,1000,0,0,0,0,0,1880,0,60,A0402,A1902,1326.709972
460200361,2015,59,4,2,5,3,1,69,3,422,300,0,0,0,0,4920,908,3458,0,A0402,A1903,1389.603248
460200371,2015,39,5,2,7,3,2,66,2,1070,3000,0,0,0,0,0,0,2405,295,A0402,A1902,1627.335963
460201361,2015,70,2,2,6,2,1,82,1,4299,0,8000,6000,5000,0,1730,0,1950,1054,A0402,A1902,1361.682841
460201371,2015,42,4,2,3,4,2,71,1,1574,0,13000,0,0,0,0,5400,0,0,A0402,A1904,1943.484388
460300201,2015,30,6,2,4,2,2,95,1,1684,0,17500,25000,9600,9600,3000,7800,0,0,A0402,A1905,994.1498014
460300301,2015,40,6,2,3,2,2,110,1,4490,0,23000,0,11784,11784,0,4980,0,0,A0402,A1904,1371.069616
460400201,2015,43,6,2,9,3,2,64,1,3547,0,13000,0,4000,4000,0,2400,2000,0,A0402,A1903,1185.033162
460500301,2015,28,6,2,3,3,2,46,2,6868,1500,0,0,0,0,0,2380,0,50,A0402,A1902,785.4054971
461200301,2015,61,2,3,6,1,2,60,1,14792,0,11800,2100,0,0,0,400,320,768,A0402,A1902,1500.996356
461200311,2015,36,6,2,2,2,2,60,1,9085,0,11500,0,0,0,0,8720,0,84,A0402,A1905,1343.470359
461200331,2015,68,4,2,,2,2,85,1,6973,0,13000,4000,0,0,0,0,0,3400,A0402,A1903,1307.538536
461200341,2015,56,5,2,1,4,2,84,1,36867,0,14000,0,0,0,400,10808,0,100,A0402,A1905,1398.887441
461200351,2015,38,6,2,7,3,2,60,2,7981,5104,0,1014,0,0,0,4850,0,120,A0402,A1904,1678.600963
461200361,2015,50,4,4,9,4,1,69,1,2033,0,3000,6000,0,0,0,2440,0,526,A0402,A1902,1876.281665
461200371,2015,56,4,2,8,4,1,191,1,25030,0,15000,79800,3000,3000,8000,6400,6000,0,A0402,A1905,1015.004925
461201351,2015,71,2,2,9,3,1,43,1,50,0,4300,0,0,0,0,720,0,503,A0402,A1901,1367.89623
461201361,2015,34,4,2,,5,2,59,3,56,1100,0,0,0,0,0,1800,0,0,A0402,A1902,1828.179293
461201381,2015,66,3,3,,1,1,86,1,200,0,1000,0,0,0,0,0,0,538,A0402,A1901,1506.534243
462200301,2015,70,1,3,,1,1,63,1,200,0,6500,0,0,0,0,0,0,179,A0402,A1901,1021.461052
462200311,2015,71,4,2,,2,1,99,1,13580,0,10000,5000,0,0,0,0,0,371,A0402,A1901,1177.86454
462200321,2015,80,3,2,,2,1,99,1,2870,0,6000,33000,0,0,0,0,0,132,A0402,A1902,1021.461052
462200331,2015,50,4,2,7,4,1,40,1,513,0,3700,0,300,300,0,4200,0,0,A0402,A1903,1472.771764
462200341,2015,68,7,2,2,3,1,83,1,1300,0,35000,0,17000,17000,0,3000,0,430,A0402,A1903,1066.15507
462200361,2015,50,7,2,,5,2,135,1,15542,0,17000,17000,0,0,6000,6500,6000,0,A0402,A1905,1609.725093
462200381,2015,57,4,2,4,4,2,51,3,2143,350,0,0,0,0,0,4920,1200,0,A0402,A1904,1299.395095
463504321,2015,61,3,2,9,3,1,99,1,1601,0,8000,0,0,0,0,3310,0,411,A0402,A1903,998.7538634
463504331,2015,71,1,3,,2,2,92,1,273,0,14000,0,0,0,0,0,0,1152,A0402,A1901,1034.510879
463504341,2015,52,2,2,6,4,1,99,1,2450,0,6000,0,0,0,18000,800,300,0,A0402,A1901,1085.008181
463504391,2015,58,4,2,9,4,2,59,1,1084,0,8000,0,0,0,0,2930,0,0,A0402,A1902,1267.612698
464504311,2015,74,4,4,9,2,1,50,1,6150,0,2000,6500,0,0,0,1824,0,354,A0402,A1902,1260.534837
465502231,2015,37,5,2,7,2,2,66,2,6542,12000,0,0,0,0,0,3100,0,0,A0402,A1903,1289.271207
465502241,2015,60,4,2,7,2,2,85,1,11304,0,23000,0,0,0,0,3500,0,0,A0402,A1903,1289.271207
465502261,2015,81,4,2,,2,2,60,1,30,0,12000,0,0,0,0,0,240,214,A0402,A1901,1289.271207
465504331,2015,52,4,2,4,3,2,39,3,3356,300,0,0,0,0,0,2020,0,0,A0402,A1902,1166.842087
465504341,2015,70,1,4,,1,2,40,3,10,200,0,0,0,0,0,0,0,178,A0402,A1901,875.3612165
466200351,2015,32,5,2,7,4,2,92,2,3040,12500,0,0,0,0,0,3800,0,260,A0402,A1903,1633.550673
467504341,2015,73,1,3,,1,1,59,1,550,0,2500,800,0,0,0,0,0,252,A0402,A1901,1066.6137
467504361,2015,62,2,2,6,4,1,99,1,4467,0,4600,9400,0,0,0,1440,375,1379,A0402,A1903,1544.565843
467504371,2015,65,2,2,6,6,1,198,1,8420,0,6000,2500,0,0,0,0,7000,816,A0402,A1905,1734.263658
